OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3837936,04092018460,MEZZA LUNA PIZZERIA,1763 W WILLIAMS ST ,,APEX,NC,27523,(919) 303-6686,2020/10/12 04:00:00+00,Restaurant,22430,-78.87770732,35.75964659,M,
3837937,04092018461,Olive Garden,8115 Brier Creek Pkwy,,RALEIGH,NC,27617,(919) 406-0183,2020/10/07 04:00:00+00,Restaurant,22434,-78.78356301,35.90993065,M,
3837938,04092025324,Red Radish,1015 Davis Dr,,APEX,NC,27523,(919) 757-1055,2020/10/06 04:00:00+00,Food Stand,22435,-78.848894,35.75386935,M,
3837939,04092018463,Pat Murnane's Irish Pub,2108 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 562-5570,2020/10/15 04:00:00+00,Restaurant,22437,-78.53406941,35.94965714,M,
3837940,04092018464,Pimiento Tea Room,200 N Main St,,HOLLY SPRINGS,NC,27540,(984) 225-4213,2020/10/16 04:00:00+00,Restaurant,22439,-78.83347091,35.65330488,M,
3837941,04092025325,Dijlah Market and Grill,3917 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 758-8003,2020/10/19 04:00:00+00,Food Stand,22441,-78.69135662,35.78400108,M,
3837942,04092018465,Alpaca Peruvian Charcoal Chicken,1107 Pine Plaza Dr,,APEX,NC,27523,(919) 924-0455,2020/10/14 04:00:00+00,Restaurant,22440,-78.83026409,35.74675893,M,
3837943,04092030497,Mezquite Valley (WCID #788),2201 S Wilmington St,,RALEIGH,NC,27603,(911) 412-4121,2020/10/02 04:00:00+00,Mobile Food Units,22447,-78.63902823,35.7520526,M,
3837944,04092018456,Crafty Crab,3625 Hillsborough  ST ,,RALEIGH,NC,27607,(919) 890-5336,2020/09/04 04:00:00+00,Restaurant,22451,-78.68493288,35.79323558,M,
3837945,04092025323,OPA! Raleigh @MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 868-2434,2020/09/21 04:00:00+00,Food Stand,22453,-78.6456934,35.77945659,M,
3837946,04092018455,Outback Steakhouse #3459,5200 Capital BLVD ,,RALEIGH,NC,27616,(919) 790-0990,2020/09/03 04:00:00+00,Restaurant,22455,-78.58031708,35.85666832,M,
3837947,04092018469,Moomoo Cha,1350 Fifth AVE ,,GARNER,NC,27529,(919) 322-2127,2020/10/22 04:00:00+00,Restaurant,22466,-78.62185674,35.70948085,M,
3837948,04092030500,Krab Kingz (WCID #793),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 658-8784,2020/10/26 04:00:00+00,Mobile Food Units,22471,-78.71143305,35.63398146,M,
3837949,04092018471,Aye Toro,303 MATTHEWS DR,,HOLLY SPRINGS,NC,27540,(919) 367-6233,2020/10/27 04:00:00+00,Restaurant,22473,-78.79440651,35.66435704,M,
3837950,04092018472,ADDA Bistro & Dining,6105 Grace Park DR ,,MORRISVILLE,NC,27560,(919) 234-6281,2020/10/28 04:00:00+00,Restaurant,22474,-78.84652233,35.821117,M,
3837951,04092160090,The Rosewood Kitchen at Cypress of Raleigh,8710 Cypress Club DR ,,RALEIGH,NC,27615,(919) 518-8929,2020/10/23 04:00:00+00,Institutional Food Service,22480,-78.66056371,35.90013915,M,
3837952,04092018473,Subway 3152,4003 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 876-2266,2020/10/29 04:00:00+00,Restaurant,22475,-78.61511107,35.83620957,M,
3837953,04092025327,Fujisan @ Sam's Deli,3001 Calvary DR ,,RALEIGH,NC,27604,(919) 548-8650,2020/10/30 04:00:00+00,Food Stand,22481,-78.58500532,35.84648891,M,
3837954,04092018474,Seoul Garden,815 W CHATHAM ST ,,CARY,NC,27511,(919) 234-6002,2020/11/02 05:00:00+00,Restaurant,22482,-78.79538501,35.78006842,M,
3837955,04092018476,Istanbul Restaurant & Cafe,914 Kildaire Farm RD ,,CARY,NC,27511-3923,(919) 651-9608,2020/11/02 05:00:00+00,Restaurant,22484,-78.78206468,35.7733466,M,
3837956,04092018475,Wegmans #139 Coffee/Subs/Pizza/Salads,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/11/02 05:00:00+00,Restaurant,22485,-78.85023041,35.82831809,M,
3837957,04092025328,Wegmans #139 Meat/Seafood/Deli/Cheese/Veg/Fruit Processing,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/11/02 05:00:00+00,Food Stand,22486,-78.85023041,35.82831809,M,
3837958,04092030503,Levy's Jerkstand (WCID #791),6132 KNIGHTDALE BLVD,,KNIGHTDALE,NC,27545-9667,(919) 538-2570,2020/11/03 05:00:00+00,Mobile Food Units,22489,-78.51988875,35.79481142,M,
3837959,04092030502,Pam's Farmhouse Wagon (WCID #794),5111 WESTERN BLVD,,RALEIGH,NC,27606-1639,(919) 906-5039,2020/11/03 05:00:00+00,Mobile Food Units,22491,-78.7118452,35.78599159,M,
3837960,04092030505,Tacos Mi Tierra Caliente (WCID #792),4125 CAPITAL BLVD,Velero Gas Station,RALEIGH,NC,27604-3414,(919) 390-8544,2020/11/04 05:00:00+00,Mobile Food Units,22492,-78.58178875,35.83712024,M,
3837961,04092030501,The Mac House (WCID #778),14460 FALLS OF NEUSE RD ,SUITE 167,RALEIGH,NC,27614,(919) 263-8116,2020/11/03 05:00:00+00,Mobile Food Units,22490,-78.54362149,35.94386897,M,
3837962,04092030504,Monique's Rollin' Stove (WCID #795),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 625-5284,2020/11/04 05:00:00+00,Mobile Food Units,22493,-78.71143305,35.63398146,M,
3837963,04092018480,Carnitas La Barca,2259 New Hope Church RD ,,RALEIGH,NC,27604,(919) 636-1182,2020/11/06 05:00:00+00,Restaurant,22497,-78.60062541,35.83624582,M,
3837964,04092018481,Aladdin's Eatery,8201 Brier Creek  PKY ,Ste 107,RALEIGH,NC,27617,(919) 806-5700,2020/11/06 05:00:00+00,Restaurant,22499,-78.78334835,35.9068519,M,
3837965,04092018484,Sinbad's Pizza & Seafood,3110  New Bern AVE ,Suite 114,RALEIGH,NC,27610,(919) 231-6456,2020/11/16 05:00:00+00,Restaurant,22516,-78.5867454,35.78851092,M,
3837966,04092018487,Refuel #121 Wendell,2301  Wendell Falls PKY ,,WENDELL,NC,27591,(919) 365-8470,2020/11/17 05:00:00+00,Restaurant,22518,-78.43703713,35.78041192,M,
3837967,04092025329,Refuel 108,7220 Six Forks RD ,,RALEIGH,NC,27615,(919) 847-2606,2020/11/17 05:00:00+00,Food Stand,22517,-78.64508754,35.87865423,M,
3837968,04092018488,Capriotti's,302 COLONADES WAY,,CARY,NC,27518,(919) 932-8882,2020/11/17 05:00:00+00,Restaurant,22520,-78.77756452,35.73853427,M,
3837969,04092025330,Refuel 114,13250 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 554-3148,2020/11/17 05:00:00+00,Food Stand,22519,-78.56042457,35.94164479,M,
3837970,04092018486,Chen's Garden,523 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 557-7363,2020/11/24 05:00:00+00,Restaurant,22529,-78.83686967,35.65965929,M,
3837971,04092018492,Bongiorno & Son,8450-106 HONEYCUTT RD ,,RALEIGH,NC,27615,(310) 625-8489,2020/12/02 05:00:00+00,Restaurant,22538,-78.62166264,35.89510631,M,
3837972,04092018489,Carolina Crispy Fry,1209 Farmers Market DR ,,RALEIGH,NC,27603,(314) 458-1068,2020/12/11 05:00:00+00,Restaurant,22551,-78.66331081,35.76445518,M,
3837973,04092018494,Bar Louie,8401 BRIER CREEK PKY ,,RALEIGH,NC,27617,(864) 535-6500,2020/12/08 05:00:00+00,Restaurant,22549,-78.78506092,35.90722132,M,
3837974,04092025332,Javy's Deleite @TKA,2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 291-1030,2020/11/17 05:00:00+00,Food Stand,22554,-78.63902823,35.7520526,M,
3837975,04092018466,McDonalds #5028,105 E South ST ,,RALEIGH,NC,27601,(919) 833-7800,2020/10/09 04:00:00+00,Restaurant,22459,-78.63819747,35.77218661,M,
3837976,04092018495,Al Baraka Grill,3815 Hillsborough ST ,,RALEIGH,NC,27607,(919) 838-5155,2020/11/16 05:00:00+00,Restaurant,22555,-78.68961671,35.79418891,M,
3837977,04092018501,Standard Beer and Food,205 E FRANKLIN ST,,RALEIGH,NC,27604,(919) 322-1499,2020/12/14 05:00:00+00,Restaurant,22556,-78.6348233,35.790355,M,
3837978,04092018500,Wegmans #108 Pizza & Subs ,1200 Wake Towne DR ,,RALEIGH,NC,27609,(984) 960-5600,2020/10/29 04:00:00+00,Restaurant,22557,-78.62082881,35.82131683,M,
3837979,04092018498,Hacienda Meat Market,3901 CAPITAL BLVD,Suite 165,RALEIGH,NC,27604,(984) 200-1151,2020/11/04 05:00:00+00,Food Stand,22558,-78.58517482,35.8349864,M,
3837980,04092018458,DUNKIN BASKIN ROBBINS HWY 55 CARY,2740 NC HWY 55 ,STE 100,CARY,NC,27519,(919) 303-4334,2020/10/06 04:00:00+00,Restaurant,22407,-78.87101487,35.78561634,M,
3837981,04092025331,Hubbs Kitchen,1129 CORPORATION PKWY,,RALEIGH,NC,27610,(919) 238-6387,2020/12/14 05:00:00+00,Food Stand,22559,-78.56954858,35.79505358,M,
3837982,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020/11/13 05:00:00+00,Restaurant,22562,-78.58118558,35.84746032,M,
3837983,04092018503,Pita Bowl,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2020/12/15 05:00:00+00,Restaurant,22563,-78.72548111,35.89676189,M,
3837984,04092025333,Juicekeys -  Hub,5011 Falls of Neuse  RD ,B,RALEIGH,NC,27609,(984) 500-0078,2020/11/04 05:00:00+00,Food Stand,22564,-78.61557773,35.84978391,M,
3837985,04092030509,Let's Eat (WCID #796),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 753-5725,2020/12/15 05:00:00+00,Mobile Food Units,22565,-78.71143305,35.63398146,M,
3837986,04092018504,Earth To Us,2893 JONES FRANKLIN RD,,RALEIGH,NC,27606,(919) 809-8622,2020/12/16 05:00:00+00,Restaurant,22567,-78.73666445,35.74405202,M,
3837987,04092018502,Brixx Bedford,1540 DUNN RD,,RALEIGH,NC,27614,(919) 747-9303,2020/12/10 05:00:00+00,Restaurant,22568,-78.58619614,35.92540089,M,
3837988,04092025334,Mat-Jib,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020/12/16 05:00:00+00,Food Stand,22569,-78.84865558,35.78922067,M,
3837989,04092018506,Shanghai Alley,1148 KILDAIRE FARM RD,,CARY,NC,27511,(919) 380-2900,2020/12/17 05:00:00+00,Restaurant,22574,-78.78364284,35.76557968,M,
3837990,04092018497,Take 5 Cafe,4025 Centregreen  WAY ,,CARY,NC,27513,(919) 818-5420,2020/12/14 05:00:00+00,Restaurant,22552,-78.79484018,35.8264185,M,
3837991,04092018507,Spices Hut,10210 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 377-2226,2020/12/19 05:00:00+00,Restaurant,22579,-78.90165656,35.82321475,M,
3837992,04092018510,Thaiphoon Bistro,7496 CREEDMOOR RD,,RALEIGH,NC,27613,(919) 917-7988,2020/12/21 05:00:00+00,Restaurant,22580,-78.67810638,35.88786089,M,
3837993,04092018508,Wingz Mini City,4506 CAPITAL BLVD,,RALEIGH,NC,27604,(919) 900-8558,2020/12/21 05:00:00+00,Restaurant,22581,-78.57896431,35.84571465,M,
3837994,04092018509,Tropical Smoothie Cafe #NC82,4205 CORNERS PKY ,Suite 100,RALEIGH,NC,27617,(984) 439-8845,2020/12/21 05:00:00+00,Restaurant,22582,-78.78791959,35.9189124,M,
3837995,04092018511,Another Broken Egg,160 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 881-2571,2020/12/22 05:00:00+00,Restaurant,22584,-78.6381178,35.83636391,M,
3837996,04092018512,Poke Bros,7870 Alexander Promenade PL ,Ste 110,RALEIGH,NC,27617,(919) 797-2322,2020/12/30 05:00:00+00,Restaurant,22588,-78.77695584,35.91424048,M,
3837997,04092018514,Urban Cafe,7810 POYNER POND CIR,Suite 100,RALEIGH,NC,27616,(919) 874-5017,2021/01/08 05:00:00+00,Restaurant,22596,-78.56916558,35.86464073,M,
3837998,04092018513,Another Broken Egg,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2020/12/29 05:00:00+00,Restaurant,22589,-78.81476759,35.8080114,M,
3837999,04092018515,Wing Stop #1863,3209 AVENT FERRY RD,,RALEIGH,NC,27606,(919) 977-4010,2020/12/21 05:00:00+00,Restaurant,22597,-78.69521896,35.76771142,M,
3838000,04092018517,First Watch 619 Apex,1280 W WILLIAMS ST,,APEX,NC,27502,(919) 380-6653,2021/01/10 05:00:00+00,Restaurant,22599,-78.87327823,35.74703843,M,
3838001,04092030511,El Toluco #2 (WCID #781),4320 TEN TEN RD,Valero Gas Station,APEX,NC,27539-9176,(919) 593-9904,2021/01/11 05:00:00+00,Mobile Food Units,22603,-78.7728976,35.69510903,M,
3838002,04092110542,Emma Conn Magnet Elementary School Cafeteria,1220 BROOKSIDE DR,,RALEIGH,NC,27604,(919) 856-7637,2020/12/30 05:00:00+00,Public School Lunchrooms,22604,-78.62274282,35.79584684,M,
3838003,04092030514,Presti Pizza (WCID #804),2411 E MILLBROOK RD,Suite 106,RALEIGH,NC,27604,(919) 271-0111,2021/01/14 05:00:00+00,Mobile Food Units,22611,-78.59474248,35.84866623,M,
3838004,04092030515,Tacos El Brito (WCID #805),11900 LOUISBURG RD,,WAKE FOREST,NC,27587-9610,(919) 924-7186,2021/01/14 05:00:00+00,Mobile Food Units,22612,-78.42142028,35.9485657,M,
3838005,04092018518,Brooklyn Original Slices,4005 WAKE FOREST RD ,,RALEIGH,NC,27609-6842,(919) 790-2444,2021/01/20 05:00:00+00,Restaurant,22615,-78.61511107,35.83620957,M,
3838006,04092030516,Nice Nuff Jamaican Cuisine (WCID #806),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 931-1627,2021/01/21 05:00:00+00,Mobile Food Units,22618,-78.63902823,35.7520526,M,
3838007,04092025337,Bul Box North Hills,4421 Six Forks RD ,Suite 116 A,RALEIGH,NC,27609,(984) 200-3654,2021/01/11 05:00:00+00,Food Stand,22619,-78.64349731,35.8401699,M,
3838008,04092018520,Shearon Harris Cafe,5413  Shearon Harris RD ,,NEW HILL,NC,27562,(984) 229-2037,2021/01/27 05:00:00+00,Restaurant,22621,-78.94432673,35.63332346,M,
3838009,04092018522,Marco's Pizza #8285,133 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-1227,2021/01/29 05:00:00+00,Restaurant,22622,-78.84947984,35.66266429,M,
3838010,04092018521,Sam Jones BBQ,502 W LENOIR ST ,,RALEIGH,NC,27601,(984) 206-2555,2021/01/21 05:00:00+00,Restaurant,22623,-78.64668781,35.77340093,M,
3838011,04092018524,Sonesta Select Raleigh Durham Airport Foodservice,2001 HOSPITALITY CT ,,MORRISVILLE,NC,27560-9129,(919) 467-9444,2021/02/05 05:00:00+00,Restaurant,22631,-78.81504975,35.85903365,M,
3838012,04092030517,Coco Loco Taco Loco (wcid #807),2235 NEW HOPE CHURCH RD,Check Cash Business,RALEIGH,NC,27604-1600,(919) 291-1030,2021/01/29 05:00:00+00,Mobile Food Units,22624,-78.60013999,35.83523991,M,
3838013,04092018525,Sonesta ES Suites Raleigh Durham Airport Foodservice,2020 HOSPITALITY CT ,,MORRISVILLE,NC,27560-9128,(919) 467-8689,2021/02/05 05:00:00+00,Restaurant,22633,-78.81549059,35.85787324,M,
3838014,04092030520,Tacos Mexico (WCID #811),209 E WILLIAMS ST,,APEX,NC,27502,(919) 524-5014,2021/02/09 05:00:00+00,Mobile Food Units,22640,-78.85166491,35.72667311,M,
3838015,04092030519,Wakefield Tavern (WCID #809),13200 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 801-0322,2021/02/09 05:00:00+00,Mobile Food Units,22639,-78.55982173,35.94075522,M,
3838016,04092018528,Sonesta ES Suites Raleigh Cary Foodservice,2900 Regency Pky,,CARY,NC,27518,(919) 467-4080,2021/02/10 05:00:00+00,Restaurant,22641,-78.78922986,35.73280077,M,
3838017,04092018530,Brio,4325 GLENWOOD AVE ,STE 5000,RALEIGH,NC,27612,(919) 589-1280,2021/02/10 05:00:00+00,Restaurant,22644,-78.67900996,35.83931725,M,
3838018,04092018531,Pizza Hut #37653,11480 CAPITAL BLVD,Suite 135,WAKE FOREST,NC,27587-4554,(919) 556-9190,2021/02/10 05:00:00+00,Restaurant,22645,-78.540514,35.95710687,M,
3838019,04092018529,NC Museum of Art Exhibit Cafe,2110 BLUE RIDGE RD ,,RALEIGH,NC,27607-6433,(919) 696-0236,2021/02/10 05:00:00+00,Restaurant,22643,-78.72639361,35.81624816,M,
3838020,04092018526,Hank's Downtown Dive,111 E CHATHAM ST,A,CARY,NC,27511,(984) 464-2524,2021/02/10 05:00:00+00,Restaurant,22646,-78.78052085,35.78769243,M,
3838021,04092018532,Cake Town Bakery,903  N Smithfield RD ,,KNIGHTDALE,NC,27545,(919) 373-8226,2021/02/12 05:00:00+00,Restaurant,22650,-78.48796386,35.7957655,M,
3838022,04092018533,Cava #117,1017 MARKET CENTER DR,,MORRISVILLE,NC,27560,(919) 276-4984,2021/02/15 05:00:00+00,Restaurant,22654,-78.81676084,35.80454792,M,
3838023,04092018527,SoBol,8204 TRYON WOODS DR,,CARY,NC,27518,(919) 439-1777,2021/02/10 05:00:00+00,Restaurant,22647,-78.74322595,35.74716476,M,
3838024,04092030522,Merkato Cafe (WCID #813),209 E WILLIAMS ST,,APEX,NC,27502,(301) 768-1305,2021/02/15 05:00:00+00,Mobile Food Units,22655,-78.85166491,35.72667311,M,
3838025,04092018536,ParTee Shack,5300 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 670-2980,2021/02/16 05:00:00+00,Restaurant,22658,-78.66097713,35.70773611,M,
3838026,04092018535,Lowes Foods #262 Deli/Cheese,687 MILLS PARK DR,,CARY,NC,27519,(919) 297-2995,2021/02/16 05:00:00+00,Restaurant,22657,-78.89712107,35.80863492,M,
3838027,04092018534,Waffle House #725,2624 WESTINGHOUSE BLVD,,RALEIGH,NC,27604,(919) 833-5954,2021/02/16 05:00:00+00,Restaurant,22659,-78.59823624,35.81659024,M,
3838028,04092025338,Lowes Foods #262 Meat/Seafood,687 MILLS PARK DR,,CARY,NC,27519,(919) 297-2995,2021/02/16 05:00:00+00,Food Stand,22660,-78.89712107,35.80863492,M,
3838029,04092025339,Lowes Foods #262 Produce,687 MILLS PARK DR,,CARY,NC,27519,(919) 297-2995,2021/02/16 05:00:00+00,Food Stand,22661,-78.89712107,35.80863492,M,
3838030,04092018537,Arepa Culture,6274 GLENWOOD AVE,100,RALEIGH,NC,27612,(919) 977-4069,2021/02/17 05:00:00+00,Restaurant,22662,-78.70313537,35.85876533,M,
3838031,04092018538,Domino's 9020,2114 S MAIN ST,,WAKE FOREST,NC,27587,(919) 562-0330,2021/02/18 05:00:00+00,Restaurant,22664,-78.53503308,35.95207713,M,
3838032,04092018539,Joe Van Gogh Cedar West,3109 Poplarwood CT ,STE 115,RALEIGH,NC,27604,(703) 801-2266,2021/02/19 05:00:00+00,Restaurant,22665,-78.60554815,35.81700516,M,
3838033,04092018540,Jordan Oaks,10820 Penny RD ,,CARY,NC,27518,(919) 387-8250,2021/02/22 05:00:00+00,Restaurant,22666,-78.79550126,35.71734903,M,
3838034,04092018541,Chai's Asian Bistro,8347 CREEDMOOR  RD ,,RALEIGH,NC,27613,(919) 341-3715,2021/02/22 05:00:00+00,Restaurant,22667,-78.68223246,35.90105464,M,
3838035,04092018542,HEYDAY BREWING,5301 TIN ROOF WAY,,RALEIGH,NC,27616-6734,(919) 351-6668,2021/02/23 05:00:00+00,Restaurant,22668,-78.53911051,35.8634444,M,
3838036,04092018544,Masa Sushi & Ramen,2757 NC 55 HWY,,CARY,NC,27519,(919) 629-7100,2021/02/24 05:00:00+00,Restaurant,22676,-78.87279008,35.78531559,M,
3838037,04092025345,Greek Cuisine,4325 Glenwood AVE ,STE 2043,RALEIGH,NC,27612,,2021/03/01 05:00:00+00,Food Stand,22679,-78.67900996,35.83931725,M,
3838038,04092030523,Mama Nem's Creole Soul (WCID #814),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 758-7753,2021/03/02 05:00:00+00,Mobile Food Units,22681,-78.71143305,35.63398146,M,
3838039,04092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,Suite 150,RALEIGH,NC,27614,,2020/12/07 05:00:00+00,Restaurant,22680,-78.56176207,35.94053989,M,
3838040,04092030524,Delicias Mama YaYa (WCID 810),2929 Capital BLVD ,,RALEIGH ,NC,27604,(919) 221-4983,2021/03/02 05:00:00+00,Mobile Food Units,22682,-78.5946249,35.81992125,M,
3838041,04092018548,Thai's Noodle,4101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 308-8608,2021/03/04 05:00:00+00,Restaurant,22684,-78.84652233,35.821117,M,
3838042,04092030525,El Kalifas (WCID #815),903 N SMITHFIELD RD,,KNIGHTDALE,NC,27545,(919) 426-8821,2021/03/04 05:00:00+00,Mobile Food Units,22685,-78.48796386,35.7957655,M,
3838043,04092018551,Famous Toastery of Cary,316 COLONADES WAY ,SUITE 201C,CARY,NC,27518,(919) 655-1971,2021/03/08 05:00:00+00,Restaurant,22688,-78.77756452,35.73853427,M,
3838044,04092025346,Chopsticks & Forks @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 673-8181,2021/03/10 05:00:00+00,Food Stand,22692,-78.6456934,35.77945659,M,
3838045,04092018555,Lorraine's Coffee House,101 TIMBER POINTE LN,,GARNER,NC,27529,(919) 714-7990,2021/03/10 05:00:00+00,Restaurant,22695,-78.63579506,35.69379519,M,
3838046,04092018552,It's a Wrap,10970 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(984) 295-9800,2021/03/08 05:00:00+00,Restaurant,22701,-78.8405695,35.85637857,M,
3838047,04092018558,Mon Macaron,111 SEABOARD AVE ,Suite 118,RALEIGH,NC,27604,(919) 439-5737,2021/03/15 04:00:00+00,Restaurant,22704,-78.64016631,35.78861051,M,
3838048,04092018557,La Cucina Italiana,10208 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 336-3138,2021/03/15 04:00:00+00,Restaurant,22703,-78.82634517,35.82830791,M,
3838049,04092018560,NY Bagel Cafe & Deli,7500 Ramble  Way,Ste 111,RALEIGH,NC,27616,(984) 200-2603,2021/03/16 04:00:00+00,Restaurant,22707,-78.53751091,35.87630472,M,
3838050,04092030530,Southern Fried Lumpia (WCID #818),8320 Litchford  RD ,Suite 108,RALEIGH,NC,27615,(919) 593-2688,2021/03/17 04:00:00+00,Mobile Food Units,22716,-78.59988047,35.89223606,M,
3838051,04092025347,Stop & Quick,1321 S Blount St,,RALEIGH,NC,27601,(919) 833-8200,2021/03/18 04:00:00+00,Food Stand,22717,-78.63664181,35.76383183,M,
3838052,04092018553,Lime & Lemon Indian Grill,105 FRIENDLY DR ,,RALEIGH,NC,27607,(919) 244-1205,2021/03/18 04:00:00+00,Restaurant,22721,-78.67588797,35.78901492,M,
3838053,04092018565,Wendy's #10585,8050  Ten-Ten Rd,,RALEIGH,NC,27603,(919) 329-8224,2021/03/24 04:00:00+00,Restaurant,22725,-78.69876496,35.6638977,M,
3838054,04092018563,Dharani Express,3281 Avent Ferry RD ,STE 117,RALEIGH,NC,27606,(919) 821-7991,2021/03/22 04:00:00+00,Restaurant,22724,-78.69565546,35.76674009,M,
3838055,04092018567,Wendy's #1985,1374 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-0139,2021/03/24 04:00:00+00,Restaurant,22726,-78.77581928,35.59164622,M,
3838056,04092018564,Wendy's #9393,1020 Timber DR E ,,GARNER,NC,27529,(919) 457-9999,2021/03/24 04:00:00+00,Restaurant,22727,-78.58031608,35.68908668,M,
3838057,04092018566,Wendy's #10533,4510 Fayetteville RD ,,RALEIGH,NC,27603,(919) 661-0667,2021/03/24 04:00:00+00,Restaurant,22731,-78.65542472,35.71891519,M,
3838058,04092018569,Wendy's,4105 Wake Forest RD ,,RALEIGH,NC,27609,(919) 872-9270,2021/03/23 04:00:00+00,Restaurant,22730,-78.61367305,35.83751608,M,
3838059,04092018570,Wendy's #1341,4750 Capital BLVD ,,RALEIGH,NC,27616,(919) 976-9228,2021/03/23 04:00:00+00,Restaurant,22732,-78.57990149,35.85030449,M,
3838060,04092018572,Wendy's,1213 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 468-0919,2021/03/23 04:00:00+00,Restaurant,22734,-78.81068059,35.78456035,M,
3838061,04092018573,Wendy's,8209 CREEDMOOR RD ,,RALEIGH,NC,27613,(405) 906-8323,2021/03/23 04:00:00+00,Restaurant,22735,-78.68129095,35.89926532,M,
3838062,04092018580,Wendy's,8000 Pooler RD ,,RALEIGH,NC,27617,(919) 293-1814,2021/03/23 04:00:00+00,Restaurant,22737,-78.78305127,35.91248707,M,
3838063,04092018574,Wendy's #11590,2091 S Main ST ,,WAKE FOREST,NC,27587,(919) 569-2133,2021/03/23 04:00:00+00,Restaurant,22736,-78.53253117,35.94844913,M,
3838064,04092018581,Wendy's,790 W Williams ST ,,APEX,NC,27502,(919) 367-9483,2021/03/23 04:00:00+00,Restaurant,22738,-78.86423058,35.73836243,M,
3838065,04092018582,Wendy's,1900 LAKE PINE DR ,,APEX,NC,27602,(919) 387-8640,2021/03/24 04:00:00+00,Restaurant,22739,-78.82229551,35.74322335,M,
3838066,04092018575,Wendy's #6319,181 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 577-6162,2021/03/24 04:00:00+00,Restaurant,22740,-78.84762391,35.66222178,M,
3838067,04092018576,Wendy's #6303,1343 Kildaire Farm RD ,,CARY,NC,27511,(919) 467-1407,2021/03/24 04:00:00+00,Restaurant,22741,-78.78290918,35.7598376,M,
3838068,04092018577,Wendy's #8216,1150 Edwards Mill RD ,,RALEIGH,NC,27607-3876,(919) 854-4491,2021/03/24 04:00:00+00,Restaurant,22742,-78.72658862,35.79833968,M,
3838069,04092018579,Wendy's #6325,3715 Western BLVD ,,RALEIGH,NC,27606,(919) 821-3099,2021/03/24 04:00:00+00,Restaurant,22744,-78.6876397,35.78448759,M,
